22,5.23811101179278e-05
24,1.3098318695810087e-05
26,3.3446048089525582e-06
28,8.089820036634685e-07
30,1.828884419801853e-07
32,5.0154624688835404e-08
34,2.913553957051698e-08
36,2.4770417363037666e-08
38,2.420155299197999e-08
40,2.7303163495727146e-08
40,0.039662692581644766
40,0.039662692581644766
40,0.039662692581644766
44,5.23811101179278e-05
20,0.00017274080228574636
18,0.0006600100270903315
32,5.0154624688835404e-08
46,2.7328813065636652e-08
48,2.7328813065636652e-08
44,2.7328813065636652e-08
21,0.039662692581644766
23,5.23811101179278e-05
24,5.23811101179278e-05
