0.0006603217311970215,0.0006603217311909049,9.263113248152648e-12,ErrorTolerance Achieved
3.865139711860647e-05,3.865139711822785e-05,9.795861356856511e-12,ErrorTolerance Achieved
5.6921101813965725e-05,5.692110181348964e-05,8.363975947295034e-12,ErrorTolerance Achieved
0.0037787344140598517,0.0037787344140234325,9.63794073487093e-12,ErrorTolerance Achieved
0.0006950083165745737,0.0006950083165699894,6.5960822864895375e-12,ErrorTolerance Achieved
0.00021938443488283085,0.00021938443488078718,9.31545980514997e-12,ErrorTolerance Achieved
0.0005403056778630018,0.0005403056778607862,4.1005808938322885e-12,ErrorTolerance Achieved
0.000371496153400777,0.00037149615339826525,6.761230634567088e-12,ErrorTolerance Achieved
1.2032578468437731e-05,1.2032578468310073e-05,1.0609366054120966e-11,ErrorTolerance Achieved
0.019185515136363556,0.01918551513617217,9.975499789832205e-12,ErrorTolerance Achieved
9.39396543852899e-06,9.393965438447838e-06,8.638794036615889e-12,ErrorTolerance Achieved
0.0008202014997131716,0.0008202014997049645,1.000618163699235e-11,ErrorTolerance Achieved
0.005500977540959966,0.005500977540926044,6.166476768612451e-12,ErrorTolerance Achieved
5.144964270417183e-07,5.144964270367008e-07,9.752265085744525e-12,ErrorTolerance Achieved
0.0007826047917322521,0.0007826047917260937,7.869214762307675e-12,ErrorTolerance Achieved
0.018403117346294573,0.01840311734619604,5.3541088491359265e-12,ErrorTolerance Achieved
0.0007258907913609336,0.0007258907913545443,8.802029036207154e-12,ErrorTolerance Achieved
0.0004400767646193774,0.00044007676461577105,8.194769108859959e-12,ErrorTolerance Achieved
5.642682595408296e-05,5.6426825953470594e-05,1.0852358836942186e-11,ErrorTolerance Achieved
0.00012665620555276394,0.00012665620555152302,9.797574395210548e-12,ErrorTolerance Achieved
0.002096567357119233,0.0020965673570998433,9.24838955776418e-12,ErrorTolerance Achieved
0.002751980401093242,0.002751980401068721,8.910377299536347e-12,ErrorTolerance Achieved
0.019185515136363556,0.01918551513617217,9.975499789832205e-12,ErrorTolerance Achieved
0.0007582423758678374,0.0007582423758609735,9.052339109529815e-12,ErrorTolerance Achieved
0.034565513095155764,0.034565513094889866,7.692592719967166e-12,ErrorTolerance Achieved
0.034565513095155764,0.034565513094889866,7.692592719967166e-12,ErrorTolerance Achieved
1.3355623978553485e-05,1.335562397844492e-05,8.128853214931309e-12,ErrorTolerance Achieved
0.001716864514379581,0.0017168645143605943,1.105897706311546e-11,ErrorTolerance Achieved
0.005500977540959966,0.005500977540926044,6.166476768612451e-12,ErrorTolerance Achieved
0.018403117346294573,0.01840311734619604,5.3541088491359265e-12,ErrorTolerance Achieved
7.280183879297316e-05,7.280183879254665e-05,5.858527603149061e-12,ErrorTolerance Achieved
0.001094460676848862,0.0010944606768372722,1.0589405163801523e-11,ErrorTolerance Achieved
0.0004921024508274492,0.0004921024508224292,1.0201055634622992e-11,ErrorTolerance Achieved
4.58510072140046e-05,4.585100721349322e-05,1.1153026689100747e-11,ErrorTolerance Achieved
1.7477290986559825e-05,1.7477290986445126e-05,6.562711895213241e-12,ErrorTolerance Achieved
1.0227859929758769e-07,1.0227859929682389e-07,7.467825435059308e-12,ErrorTolerance Achieved
0.02203639822749393,0.022036398227413656,3.642727513754851e-12,ErrorTolerance Achieved
0.034565513095155764,0.034565513094889866,7.692592719967166e-12,ErrorTolerance Achieved
0.00044188266990719314,0.00044188266990285996,9.806170071286731e-12,ErrorTolerance Achieved
0.005500977540959966,0.005500977540926044,6.166476768612451e-12,ErrorTolerance Achieved
0.0021670626951679514,0.0021670626951504346,8.08320129297746e-12,ErrorTolerance Achieved
0.00014659547870945873,0.00014659547870787826,1.078115522934239e-11,ErrorTolerance Achieved
3.847546439852376e-06,3.8475464398113335e-06,1.0667092670058738e-11,ErrorTolerance Achieved
0.007928377774120464,0.007928377774049977,8.890471797326168e-12,ErrorTolerance Achieved
0.00012967659627463675,0.00012967659627349803,8.781156117759176e-12,ErrorTolerance Achieved
0.00012665620555276394,0.00012665620555152302,9.797574395210548e-12,ErrorTolerance Achieved
3.023735620638471e-06,3.023735620603929e-06,1.142361896763207e-11,ErrorTolerance Achieved
4.736507510303512e-07,4.7365075102551515e-07,1.0210115201358843e-11,ErrorTolerance Achieved
1.4602325741348122e-05,1.460232574126974e-05,5.3678253903807214e-12,ErrorTolerance Achieved
